ImageNr,site,well,plate,plate_acquisition_id,batch_id,compound_id,pert_type,moa,selected_mechanism,valid,train,test
41429,6,J14,P015093,1344,BJ1896561,CBK308356,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
41427,4,J14,P015093,1344,BJ1896561,CBK308356,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
2765,6,D11,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2760,1,D11,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2763,4,D11,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2762,3,D11,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2764,5,D11,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2766,7,D11,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
4031,8,K22,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
4027,4,K22,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
4025,2,K22,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
4029,6,K22,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
4030,7,K22,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
4026,3,K22,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
4028,5,K22,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
4024,1,K22,P015077,1333,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
44530,3,O03,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44535,8,O03,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43355,4,H03,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44533,6,O03,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43354,3,H03,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44529,2,O03,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44534,7,O03,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43357,6,H03,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43358,7,H03,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44528,1,O03,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43352,1,H03,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43359,8,H03,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44531,4,O03,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43356,5,H03,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44532,5,O03,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43374,7,H05,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43372,5,H05,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43373,6,H05,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43375,8,H05,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43370,3,H05,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43368,1,H05,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43371,4,H05,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44387,4,N06,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
42551,8,C07,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42549,6,C07,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44390,7,N06,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
44388,5,N06,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
42545,2,C07,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42548,5,C07,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42544,1,C07,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44389,6,N06,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
42550,7,C07,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44391,8,N06,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
44385,2,N06,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
44386,3,N06,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
44384,1,N06,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
42547,4,C07,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42726,7,D08,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42724,5,D08,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42721,2,D08,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42720,1,D08,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42722,3,D08,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42723,4,D08,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42727,8,D08,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44087,8,L10,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43247,8,G10,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44082,3,L10,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43245,6,G10,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43246,7,G10,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44086,7,L10,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43240,1,G10,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44083,4,L10,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44081,2,L10,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44085,6,L10,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43244,5,G10,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44084,5,L10,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43242,3,G10,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43241,2,G10,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44080,1,L10,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43243,4,G10,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44614,7,O13,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43597,6,I12,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43594,3,I12,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43427,4,H12,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
43429,6,H12,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44608,1,O13,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44611,4,O13,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43596,5,I12,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43595,4,I12,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43263,8,G12,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44613,6,O13,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43599,8,I12,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43593,2,I12,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43431,8,H12,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44615,8,O13,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43258,3,G12,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43430,7,H12,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
43592,1,I12,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43259,4,G12,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43426,3,H12,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44609,2,O13,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44612,5,O13,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43598,7,I12,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43257,2,G12,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43262,7,G12,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43425,2,H12,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
43261,6,G12,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43256,1,G12,P015094,1329,BJ1897935,CBK221879,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43129,2,F17,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43134,7,F17,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,True,False
43133,6,F17,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43130,3,F17,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43128,1,F17,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43135,8,F17,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43132,5,F17,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43131,4,F17,P015094,1329,BJ1895405,CBK307876,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43642,3,I18,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43640,1,I18,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43646,7,I18,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44142,7,L17,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44136,1,L17,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
43643,4,I18,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,True,False
43645,6,I18,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43644,5,I18,P015094,1329,BJ1898075,CBK041748,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44138,3,L17,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44141,6,L17,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44143,8,L17,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44139,4,L17,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44140,5,L17,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44137,2,L17,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
43818,3,J19,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43820,5,J19,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43821,6,J19,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43823,8,J19,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43822,7,J19,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43816,1,J19,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43817,2,J19,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
43819,4,J19,P015094,1329,BJ1894733,CBK015670,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
44002,3,K21,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44004,5,K21,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44005,6,K21,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44007,8,K21,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44001,2,K21,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44003,4,K21,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
44006,7,K21,P015094,1329,BJ1897130,CBK303962,trt,mTOR inhibitor|PI3K inhibitor,mTOR inhibitor,False,False,False
43341,6,G22,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43339,4,G22,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43342,7,G22,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43340,5,G22,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43343,8,G22,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43338,3,G22,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43337,2,G22,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43336,1,G22,P015094,1329,BJ1898782,CBK293184,trt,apoptosis stimulant|NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
756,5,F12,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
752,1,F12,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
757,6,F12,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
753,2,F12,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
755,4,F12,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
758,7,F12,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
754,3,F12,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2108,5,N13,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2111,8,N13,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2109,6,N13,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2104,1,N13,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2107,4,N13,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2106,3,N13,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2105,2,N13,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
2110,7,N13,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
300,5,C18,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
299,4,C18,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
303,8,C18,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
302,7,C18,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
298,3,C18,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
297,2,C18,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
301,6,C18,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
296,1,C18,P015076,1320,BJ1894731,CBK041928,trt,chelating agent,heat shock response signalling agonist,False,False,False
6891,4,O02,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6888,1,O02,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6893,6,O02,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6895,8,O02,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6890,3,O02,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6894,7,O02,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6889,2,O02,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6892,5,O02,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
5221,6,E03,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
5218,3,E03,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
5217,2,E03,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
5222,7,E03,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
5223,8,E03,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
5219,4,E03,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
4745,2,B07,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
4748,5,B07,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
4749,6,B07,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
4747,4,B07,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
4744,1,B07,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
4750,7,B07,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
4751,8,B07,P015078,1321,BJ1898360,CBK290777,trt,antispasmodic,heat shock response signalling agonist,False,False,False
6778,3,N09,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6780,5,N09,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
5600,1,G09,P015078,1321,BJ1897770,CBK041553,trt,cyclooxygenase inhibitor,pregnane x receptor agonist,False,False,False
5607,8,G09,P015078,1321,BJ1897770,CBK041553,trt,cyclooxygenase inhibitor,pregnane x receptor agonist,False,False,False
6781,6,N09,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6777,2,N09,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
5605,6,G09,P015078,1321,BJ1897770,CBK041553,trt,cyclooxygenase inhibitor,pregnane x receptor agonist,False,False,False
5604,5,G09,P015078,1321,BJ1897770,CBK041553,trt,cyclooxygenase inhibitor,pregnane x receptor agonist,False,False,False
5606,7,G09,P015078,1321,BJ1897770,CBK041553,trt,cyclooxygenase inhibitor,pregnane x receptor agonist,False,False,False
6776,1,N09,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6783,8,N09,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6779,4,N09,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
6782,7,N09,P015078,1321,BJ1898393,CBK290932,trt,monoamine oxidase inhibitor,heat shock response signalling agonist,False,False,False
5601,2,G09,P015078,1321,BJ1897770,CBK041553,trt,cyclooxygenase inhibitor,pregnane x receptor agonist,False,False,False
5603,4,G09,P015078,1321,BJ1897770,CBK041553,trt,cyclooxygenase inhibitor,pregnane x receptor agonist,False,False,False
6792,1,N11,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
5795,4,H12,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
5793,2,H12,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
6793,2,N11,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
6794,3,N11,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
6798,7,N11,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
5792,1,H12,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
5796,5,H12,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
5797,6,H12,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
5799,8,H12,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
6795,4,N11,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
5794,3,H12,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
6796,5,N11,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
6799,8,N11,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
6797,6,N11,P015078,1321,BJ1895488,CBK023985,trt,chelating agent,heat shock response signalling agonist,False,False,False
